ID,SITE_ID,RELEVE_ID,SPECIES_NAME,DOMIN
127,7,1,"Mentha aquatica",4
128,7,1,"Poa trivialis",2
129,7,1,"Ranunculus acris",3
130,7,1,"Ranunculus repens",2
131,7,1,"Scleropodium purum",0.1
132,7,1,"Trifolium repens",3
133,7,2,"Anthoxanthum odoratum",4
134,7,2,"Carex hirta",2
135,7,2,"Cerastium fontanum",2
136,7,2,"Cynosurus cristatus",5
137,7,2,"Festuca rubra",4
138,7,2,"Holcus lanatus",5
139,7,2,"Lolium perenne",5
140,7,2,"Myosotis laxa",2
141,7,2,"Phleum pratense",2
142,7,2,"Plantago lanceolata",7
143,7,2,"Poa trivialis",4
144,7,2,"Prunella vulgaris",4
145,7,2,"Ranunculus acris",5
146,7,2,"Rhinanthus minor",4
147,7,2,"Rumex acetosa",2
148,7,2,"Trifolium campestre",3
149,7,2,"Trifolium pratense",5
150,7,2,"Trifolium repens",3
151,8,1,"Achillea millefolium",3
152,8,1,"Anacamptis pyramidalis",1
153,8,1,"Anthoxanthum odoratum",2
154,8,1,"Arrhenatherum elatius",2
155,8,1,"Briza media",6
156,8,1,"Calliergonella cuspidata",2
157,8,1,"Carex flacca",4
158,8,1,"Centaurea nigra",4
159,8,1,"Cynosurus cristatus",4
160,8,1,"Dactylis glomerata",2
161,8,1,"Daucus carota",2
162,8,1,"Festuca rubra",4
163,8,1,"Galium verum",2
164,8,1,"Holcus lanatus",3
165,8,1,"Lathyrus pratensis",2
166,8,1,"Leucanthemum vulgare",4
167,8,1,"Lolium perenne",2
168,8,1,"Lotus corniculatus",4
169,8,1,"Medicago lupulina",5
170,8,1,"Pilosella officinarum",2
171,8,1,"Primula veris",0.1
172,8,1,"Prunella vulgaris",2
173,8,1,"Quercus robur",0.1
174,8,1,"Ranunculus bulbosus",4
175,8,1,"Rhytidiadelphus squarrosus",3
176,8,1,"Rubus fruticosus ag.",1
177,8,1,"Scleropodium purum",1
178,8,1,"Taraxacum officinale ag.",1
179,8,1,"Trifolium repens",4
180,8,1,"Trisetum flavescens",4
181,8,1,"Vicia cracca",2
182,8,2,"Achillea millefolium",2
183,8,2,"Briza media",6
184,8,2,"Carex flacca",5
185,8,2,"Carlina vulgaris",4
186,8,2,"Centaurea nigra",2
187,8,2,"Centaurium erythraea",2
188,8,2,"Cladonia species",2
189,8,2,"Ctenidium molluscum",3
190,8,2,"Daucus carota",2
191,8,2,"Hypnum lacunosum",3
192,8,2,"Leucanthemum vulgare",2
193,8,2,"Linum catharticum",2
194,8,2,"Lotus corniculatus",5
195,8,2,"Pilosella officinarum",3
196,8,2,"Plantago lanceolata",2
197,8,2,"Polygala vulgaris",3
198,8,2,"Prunella vulgaris",2
199,15,1,"Agrostis capillaris",4
200,15,1,"Anthoxanthum odoratum",4
201,15,1,"Bellis perennis",2
202,15,1,"Brachythecium velutinum",1
203,15,1,"Centaurea nigra",2
204,15,1,"Centaurium erythraea",2
205,15,1,"Cerastium fontanum",3
206,15,1,"Cirriphyllum piliferum",1
207,15,1,"Cirsium vulgare",4
208,15,1,"Crepis capillaris",3
209,15,1,"Dactylis glomerata",4
210,15,1,"Festuca rubra",4
211,15,1,"Hypericum pulchrum",2
212,15,1,"Hypochaeris radicata",2
213,15,1,"Kindbergia praelonga",1
214,15,1,"Leucanthemum vulgare",2
215,15,1,"Lolium perenne",5
216,15,1,"Lotus corniculatus",3
217,15,1,"Plagiomnium ellipticum",1
218,15,1,"Plantago lanceolata",5
219,15,1,"Polygala vulgaris",2
220,15,1,"Prunella vulgaris",3
221,15,1,"Ranunculus bulbosus",1
222,15,1,"Rhytidiadelphus squarrosus",1
223,15,1,"Scleropodium purum",1
224,15,1,"Senecio jacobaea",5
225,15,1,"Sonchus oleraceus",2
226,15,1,"Taraxacum officinale ag.",2
227,15,1,"Thuidium tamariscinum",1
228,15,1,"Trifolium repens",7
229,15,2,"Achillea millefolium",2
230,15,2,"Agrostis stolonifera",4
231,15,2,"Anthoxanthum odoratum",4
232,15,2,"Arrhenatherum elatius",5
233,15,2,"Briza media",4
234,15,2,"Calliergonella cuspidata",2
235,15,2,"Carex flacca",2
236,15,2,"Centaurea nigra",5
237,15,2,"Cerastium fontanum",0.1
238,15,2,"Conopodium majus",2
239,15,2,"Dactylis glomerata",5
240,15,2,"Euphrasia officinalis ag.",2
241,15,2,"Festuca rubra",5
242,15,2,"Galium verum",2
243,15,2,"Hylocomium splendens",2
244,15,2,"Knautia arvensis",3
245,15,2,"Lathyrus pratensis",2
246,15,2,"Leontodon hispidus",2
247,15,2,"Lotus corniculatus",4
248,15,2,"Medicago lupulina",2
249,15,2,"Plantago lanceolata",2
250,15,2,"Primula veris",2
251,15,2,"Rhytidiadelphus squarrosus",3
252,15,2,"Trifolium pratense",5
253,15,2,"Trisetum flavescens",3
254,15,2,"Vicia cracca",2
255,16,1,"Achillea millefolium",2
256,16,1,"Bellis perennis",1
257,16,1,"Briza media",4
258,16,1,"Calliergonella cuspidata",0.1
259,16,1,"Centaurea nigra",4
260,16,1,"Centaurium erythraea",0.1
261,16,1,"Cerastium fontanum",2
262,16,1,"Conopodium majus",2
263,16,1,"Cynosurus cristatus",4
264,16,1,"Dactylis glomerata",4
265,16,1,"Daucus carota",2
266,16,1,"Festuca rubra",6
267,16,1,"Galium verum",2
268,16,1,"Holcus lanatus",6
269,16,1,"Hypericum pulchrum",1
270,16,1,"Koeleria macrantha",2
271,16,1,"Leucanthemum vulgare",4
272,16,1,"Lolium perenne",4
273,16,1,"Lotus corniculatus",2
274,16,1,"Luzula campestris",2
275,16,1,"Medicago lupulina",5
276,16,1,"Pilosella officinarum",2
277,16,1,"Plantago lanceolata",2
278,16,1,"Poa trivialis",1
279,16,1,"Primula veris",2
280,16,1,"Ranunculus bulbosus",2
281,16,1,"Rhytidiadelphus squarrosus",2
282,16,1,"Sanguisorba minor",2
283,16,1,"Scleropodium purum",2
284,16,1,"Trifolium pratense",3
285,16,2,"Agrostis stolonifera",3
286,16,2,"Centaurea nigra",1
287,16,2,"Cerastium fontanum",2
288,16,2,"Cirsium vulgare",0.1
289,16,2,"Conopodium majus",2
290,16,2,"Cynosurus cristatus",5
291,16,2,"Dactylis glomerata",5
292,16,2,"Festuca rubra",6
293,16,2,"Holcus lanatus",7
294,16,2,"Lolium perenne",4
295,16,2,"Lotus corniculatus",2
296,16,2,"Luzula campestris",2
297,16,2,"Poa trivialis",4
298,16,2,"Primula veris",2
299,16,2,"Ranunculus bulbosus",3
300,16,2,"Trifolium pratense",5
301,16,2,"Trifolium repens",5
302,16,2,"Trisetum flavescens",2
303,16,3,"Achillea millefolium",3
304,16,3,"Agrostis capillaris",4
305,16,3,"Agrostis stolonifera",4
306,16,3,"Anthoxanthum odoratum",5
307,16,3,"Bellis perennis",2
308,16,3,"Briza media",5
309,16,3,"Calliergonella cuspidata",2
310,16,3,"Carex flacca",3
311,16,3,"Carex nigra",2
312,16,3,"Centaurea nigra",1
313,16,3,"Cerastium fontanum",2
314,16,3,"Conopodium majus",0.1
315,16,3,"Cynosurus cristatus",5
316,16,3,"Euphrasia officinalis ag.",3
317,16,3,"Festuca rubra",4
318,16,3,"Galium verum",2
319,16,3,"Holcus lanatus",4
320,16,3,"Hypochaeris radicata",2
321,16,3,"Koeleria macrantha",2
322,16,3,"Linum catharticum",2
323,16,3,"Lolium perenne",2
324,16,3,"Lotus corniculatus",3
325,16,3,"Luzula campestris",2
326,16,3,"Plantago lanceolata",3
327,16,3,"Poa trivialis",3
328,16,3,"Potentilla erecta",1
329,16,3,"Primula veris",0.1
330,16,3,"Prunella vulgaris",4
331,16,3,"Ranunculus bulbosus",5
332,16,3,"Rhytidiadelphus squarrosus",3
333,16,3,"Scleropodium purum",2
334,16,3,"Trifolium repens",5
335,16,3,"Viola species",3
336,17,1,"Agrostis stolonifera",5
337,17,1,"Cardamine pratensis",0.1
338,17,1,"Carex acutiformis",5
339,17,1,"Carex disticha",5
340,17,1,"Deschampsia cespitosa",3
341,17,1,"Filipendula ulmaria",6
342,17,1,"Galium palustre",2
343,17,1,"Geum rivale",1
344,17,1,"Juncus effusus",3
345,17,1,"Lathyrus pratensis",2
346,17,1,"Lythrum salicaria",0.1
347,17,1,"Phragmites australis",1
348,17,1,"Poa trivialis",2
349,17,1,"Potentilla erecta",1
350,17,1,"Ranunculus acris",2
351,17,1,"Ranunculus repens",2
352,17,1,"Stellaria graminea",0.1
353,17,1,"Trifolium repens",3
354,17,1,"Vicia cracca",2
355,17,2,"Agrostis stolonifera",4
356,17,2,"Calliergonella cuspidata",6
357,17,2,"Cardamine pratensis",2
358,17,2,"Carex nigra",3
359,17,2,"Carex panicea",7
360,17,2,"Cirsium dissectum",4
361,17,2,"Filipendula ulmaria",4
362,17,2,"Galium palustre",2
363,17,2,"Mentha aquatica",0.1
364,17,2,"Poa trivialis",4
365,17,2,"Potentilla anserina",2
366,17,2,"Potentilla palustris",2
367,17,2,"Ranunculus acris",2
368,17,2,"Ranunculus flammula",2
369,17,2,"Ranunculus repens",2
370,17,2,"Salix cinerea",0.1
371,17,2,"Succisa pratensis",2
372,17,2,"Trifolium repens",2
373,18,1,"Agrostis stolonifera",6
374,18,1,"Bellis perennis",2
375,18,1,"Cerastium fontanum",2
376,18,1,"Cirsium arvense",2
377,18,1,"Dactylis glomerata",6
378,18,1,"Holcus lanatus",5
379,18,1,"Lolium perenne",3
380,18,1,"Plantago lanceolata",1
381,18,1,"Ranunculus acris",4
382,18,1,"Ranunculus repens",3
383,18,1,"Rumex acetosa",2
384,18,1,"Taraxacum officinale ag.",5
385,18,1,"Trifolium dubium",2
386,18,1,"Trifolium pratense",5
387,18,1,"Vicia cracca",2
388,18,2,"Agrostis stolonifera",5
389,18,2,"Calliergonella cuspidata",3
390,18,2,"Caltha palustris",2
391,18,2,"Cardamine pratensis",2
392,18,2,"Carex disticha",8
393,18,2,"Carex flacca",4
394,18,2,"Galium palustre",2
395,18,2,"Hydrocotyle vulgaris",2
396,18,2,"Juncus effusus",2
397,18,2,"Juncus inflexus",4
398,18,2,"Myosotis laxa",1
399,18,2,"Potentilla anserina",3
400,18,2,"Ranunculus repens",3
401,18,2,"Rumex obtusifolius",2
402,18,2,"Taraxacum officinale ag.",3
403,18,2,"Trifolium repens",2
404,18,3,"Agrostis stolonifera",2
405,18,3,"Calliergonella cuspidata",2
406,18,3,"Caltha palustris",4
407,18,3,"Cardamine pratensis",2
408,18,3,"Carex disticha",3
409,18,3,"Carex nigra",8
410,18,3,"Galium palustre",2
411,18,3,"Lysimachia nummularia",3
412,18,3,"Mentha aquatica",2
413,18,3,"Persicaria maculosa",2
414,18,3,"Phalaris arundinacea",2
415,18,3,"Plantago lanceolata",3
416,18,3,"Ranunculus repens",2
417,18,3,"Rumex crispus",3
418,18,3,"Senecio aquaticus",4
419,18,3,"Taraxacum officinale ag.",2
420,18,4,"Agrostis stolonifera",6
421,18,4,"Bromus racemosus",2
422,18,4,"Calliergonella cuspidata",3
423,18,4,"Caltha palustris",2
424,18,4,"Cardamine pratensis",2
425,18,4,"Carex acutiformis",4
426,18,4,"Carex disticha",6
427,18,4,"Carex nigra",6
428,18,4,"Dactylorhiza incarnata",0.1
429,18,4,"Eleocharis palustris",2
430,18,4,"Filipendula ulmaria",7
431,18,4,"Galium palustre",2
432,18,4,"Hydrocotyle vulgaris",2
433,18,4,"Lysimachia nummularia",2
434,18,4,"Senecio aquaticus",2
435,18,4,"Taraxacum officinale ag.",2
436,18,4,"Thalictrum flavum",3
437,18,4,"Trifolium repens",2
438,18,5,"Epilobium species",3
439,18,5,"Equisetum fluviatile",2
440,18,5,"Galium palustre",0.1
441,18,5,"Glyceria maxima",6
442,18,5,"Hippuris vulgaris",4
443,18,5,"Iris pseudacorus",4
444,18,5,"Lemna species",4
445,18,5,"Mentha aquatica",7
446,18,5,"Rorippa nasturtium-aquaticum",3
447,18,6,"Agrostis stolonifera",5
448,18,6,"Apium inundatum",2
449,18,6,"Caltha palustris",5
450,18,6,"Cardamine pratensis",2
451,18,6,"Carex acutiformis",6
452,18,6,"Carex disticha",3
453,18,6,"Epilobium palustre",2
454,18,6,"Equisetum fluviatile",3
455,18,6,"Galium palustre",2
456,18,6,"Hippuris vulgaris",4
457,18,6,"Hydrocotyle vulgaris",2
458,18,6,"Mentha aquatica",3
459,18,6,"Ranunculus repens",3
460,18,7,"Carex nigra",4
461,18,7,"Eleocharis palustris",6
462,18,7,"Equisetum fluviatile",2
463,18,7,"Galium palustre",3
464,18,7,"Glyceria maxima",3
465,18,7,"Hippuris vulgaris",5
466,18,7,"Mentha aquatica",4
467,18,7,"Myosotis laxa",2
468,18,7,"Persicaria maculosa",2
469,18,7,"Phalaris arundinacea",8
470,18,7,"Senecio aquaticus",2
471,18,7,"Veronica catenata",2
472,18,8,"Calliergonella cuspidata",3
473,18,8,"Carex panicea",8
474,18,8,"Cirsium dissectum",5
475,18,8,"Dactylorhiza incarnata",1
476,18,8,"Festuca arundinacea",3
477,18,8,"Filipendula ulmaria",5
478,18,8,"Galium palustre",2
479,18,8,"Hydrocotyle vulgaris",5
480,18,8,"Mentha aquatica",1
481,18,8,"Plantago lanceolata",4
482,18,8,"Ranunculus repens",3
483,18,8,"Senecio aquaticus",2
484,18,8,"Vicia cracca",0.1
485,20,1,"Bellis perennis",3
486,20,1,"Brachypodium sylvaticum",2
487,20,1,"Brachythecium rivulare",0.1
488,20,1,"Carex caryophyllea",2
489,20,1,"Cerastium fontanum",2
490,20,1,"Cirsium arvense",2
491,20,1,"Crepis capillaris",1
492,20,1,"Crepis vesicaria",1
493,20,1,"Cynosurus cristatus",6
494,20,1,"Dactylis glomerata",2
495,20,1,"Festuca rubra",5
496,20,1,"Holcus lanatus",2
497,20,1,"Hypericum pulchrum",1
498,20,1,"Hypochaeris radicata",3
499,20,1,"Kindbergia praelonga",0.1
500,20,1,"Lolium perenne",3
501,20,1,"Lotus corniculatus",4
502,20,1,"Medicago lupulina",2
503,20,1,"Origanum vulgare",5
504,20,1,"Plagiomnium undulatum",0.1
505,20,1,"Plantago lanceolata",4
506,20,1,"Poa pratensis",3
507,20,1,"Potentilla sterilis",0.1
508,20,1,"Prunella vulgaris",0.1
509,20,1,"Ranunculus bulbosus",5
510,20,1,"Rhinanthus minor",2
511,20,1,"Scleropodium purum",4
512,20,1,"Senecio jacobaea",0.1
513,20,1,"Sherardia arvensis",0.1
514,20,1,"Taraxacum officinale ag.",2
515,20,1,"Trifolium dubium",5
516,20,1,"Trifolium repens",5
517,20,1,"Veronica chamaedrys",1
518,20,1,"Veronica officinalis",1
519,20,2,"Achillea millefolium",4
520,20,2,"Agrimonia eupatoria",0.1
521,20,2,"Agrostis stolonifera",5
522,20,2,"Bellis perennis",3
523,20,2,"Briza media",5
524,20,2,"Carex caryophyllea",2
525,20,2,"Carex flacca",2
526,20,2,"Centaurea nigra",3
527,20,2,"Crepis capillaris",0.1
528,20,2,"Cynosurus cristatus",5
529,20,2,"Dactylis glomerata",4
530,20,2,"Festuca rubra",5
531,20,2,"Helictotrichon pubescens",2
532,20,2,"Holcus lanatus",3
533,20,2,"Hypericum pulchrum",1
534,20,2,"Hypochaeris radicata",3
535,20,2,"Linum catharticum",2
536,20,2,"Lolium perenne",3
537,20,2,"Lotus corniculatus",3
538,20,2,"Luzula campestris",1
539,20,2,"Origanum vulgare",3
540,20,2,"Plantago lanceolata",4
541,20,2,"Primula veris",2
542,20,2,"Prunella vulgaris",3
543,20,2,"Ranunculus bulbosus",4
544,20,2,"Rhytidiadelphus squarrosus",4
545,20,2,"Scleropodium purum",3
546,20,2,"Senecio jacobaea",0.1
547,20,2,"Sonchus asper",0.1
548,20,2,"Taraxacum officinale ag.",4
549,20,2,"Trifolium dubium",1
550,20,2,"Trisetum flavescens",4
551,20,2,"Veronica chamaedrys",3
552,20,2,"Veronica officinalis",4
553,21,1,"Achillea millefolium",2
554,21,1,"Agrostis stolonifera",3
555,21,1,"Arrhenatherum elatius",1
556,21,1,"Brachythecium rutabulum",0.1
557,21,1,"Cardamine pratensis",2
558,21,1,"Dactylis glomerata",3
559,21,1,"Festuca rubra",5
560,21,1,"Holcus lanatus",5
561,21,1,"Kindbergia praelonga",0.1
562,21,1,"Lathyrus pratensis",0.1
563,21,1,"Lolium perenne",4
564,21,1,"Luzula campestris",1
565,21,1,"Plantago lanceolata",4
566,21,1,"Poa pratensis",5
567,21,1,"Potentilla reptans",2
568,21,1,"Ranunculus bulbosus",5
569,21,1,"Taraxacum officinale ag.",1
570,21,1,"Trifolium pratense",2
571,21,1,"Veronica chamaedrys",2
572,23,1,"Agrostis stolonifera",5
573,23,1,"Anthoxanthum odoratum",5
574,23,1,"Brachythecium velutinum",0.1
575,23,1,"Calliergonella cuspidata",3
576,23,1,"Carex echinata",3
577,23,1,"Carex flacca",5
578,23,1,"Carex nigra",3
579,23,1,"Carex panicea",4
580,23,1,"Cirsium dissectum",1
581,23,1,"Climacium dendroides",2
582,23,1,"Deschampsia cespitosa",5
583,23,1,"Epilobium palustre",1
584,23,1,"Equisetum fluviatile",3
585,23,1,"Festuca rubra",5
586,23,1,"Filipendula ulmaria",2
587,23,1,"Galium palustre",2
588,23,1,"Holcus lanatus",6
589,23,1,"Homalothecium sericeum",0.1
590,23,1,"Juncus acutiflorus",2
591,23,1,"Juncus articulatus",5
592,23,1,"Juncus effusus",3
593,23,1,"Lychnis flos-cuculi",1
594,23,1,"Molinia caerulea",3
595,23,1,"Potentilla anglica",1
596,23,1,"Potentilla erecta",2
597,23,1,"Prunella vulgaris",4
598,23,1,"Ranunculus acris",2
599,23,1,"Ranunculus flammula",1
600,23,1,"Ranunculus lingua",0.1
601,23,1,"Ranunculus repens",2
602,23,1,"Rhytidiadelphus squarrosus",2
603,23,1,"Succisa pratensis",1
604,23,1,"Trifolium repens",2
605,23,2,"Agrostis stolonifera",5
606,23,2,"Angelica sylvestris",4
607,23,2,"Anthoxanthum odoratum",4
608,23,2,"Cirsium palustre",3
609,23,2,"Festuca rubra",3
610,23,2,"Holcus lanatus",7
611,23,2,"Hypochaeris radicata",3
612,23,2,"Juncus articulatus",4
613,23,2,"Lotus corniculatus",5
614,23,2,"Molinia caerulea",3
615,23,2,"Persicaria species",0.1
616,23,2,"Plantago lanceolata",3
617,23,2,"Potentilla anglica",1
618,23,2,"Potentilla anserina",3
619,23,2,"Ranunculus repens",0.1
620,23,2,"Rumex acetosa",0.1
621,23,2,"Trifolium pratense",3
622,23,2,"Trifolium repens",3
623,23,2,"Vicia cracca",4
624,23,3,"Agrostis canina",2
625,23,3,"Agrostis capillaris",2
626,23,3,"Agrostis stolonifera",4
627,23,3,"Anthoxanthum odoratum",6
628,23,3,"Cirsium palustre",5
629,23,3,"Deschampsia cespitosa",5
630,23,3,"Festuca rubra",3
631,23,3,"Holcus lanatus",6
632,23,3,"Juncus acutiflorus",2
633,23,3,"Juncus articulatus",4
634,23,3,"Juncus effusus",4
635,23,3,"Molinia caerulea",2
636,23,3,"Potentilla anglica",5
637,23,3,"Potentilla erecta",3
638,23,3,"Succisa pratensis",5
639,23,3,"Trifolium repens",3
640,23,4,"Achillea millefolium",0.1
641,23,4,"Agrostis capillaris",4
642,23,4,"Anthoxanthum odoratum",3
643,23,4,"Carex flacca",1
644,23,4,"Cerastium fontanum",2
645,23,4,"Cirsium palustre",1
646,23,4,"Cynosurus cristatus",4
647,23,4,"Dactylis glomerata",3
648,23,4,"Holcus lanatus",7
649,23,4,"Kindbergia praelonga",0.1
650,23,4,"Lolium perenne",3
651,23,4,"Luzula campestris",0.1
652,23,4,"Plantago lanceolata",3
653,23,4,"Prunella vulgaris",1
654,23,4,"Ranunculus acris",1
655,23,4,"Ranunculus repens",1
656,23,4,"Rhytidiadelphus squarrosus",2
657,23,4,"Rumex acetosa",2
658,23,4,"Scleropodium purum",2
659,23,4,"Senecio jacobaea",3
660,23,4,"Trifolium pratense",4
661,23,5,"Agrostis stolonifera",4
662,23,5,"Calliergonella cuspidata",1
663,23,5,"Carex flacca",1
664,23,5,"Carex viridula",1
665,23,5,"Equisetum fluviatile",1
666,23,5,"Festuca rubra",5
667,23,5,"Filipendula ulmaria",2
668,23,5,"Galium palustre",3
669,23,5,"Holcus lanatus",6
670,23,5,"Juncus articulatus",3
671,23,5,"Juncus effusus",2
672,23,5,"Mentha aquatica",1
673,23,5,"Molinia caerulea",4
674,23,5,"Myosotis laxa",0.1
675,23,5,"Potentilla anserina",1
676,23,5,"Potentilla palustris",2
677,23,5,"Prunella vulgaris",1
678,23,5,"Ranunculus acris",1
679,23,5,"Ranunculus flammula",0.1
680,23,5,"Ranunculus repens",2
681,23,5,"Rhizomnium punctatum",1
682,23,5,"Trifolium pratense",2
683,23,5,"Trifolium repens",2
684,25,1,"Agrostis capillaris",5
685,25,1,"Agrostis stolonifera",6
686,25,1,"Calliergonella cuspidata",4
687,25,1,"Cardamine flexuosa",2
688,25,1,"Glyceria notata",1
689,25,1,"Holcus lanatus",6
690,25,1,"Juncus effusus",6
691,25,1,"Myosotis laxa",1
692,25,1,"Ranunculus flammula",3
693,25,1,"Ranunculus repens",4
694,25,1,"Rhytidiadelphus squarrosus",2
695,25,1,"Sagina procumbens",0.1
696,25,1,"Senecio aquaticus",3
697,25,1,"Trifolium repens",4
698,25,2,"Agrostis stolonifera",4
699,25,2,"Anthoxanthum odoratum",4
700,25,2,"Briza media",5
701,25,2,"Carex flacca",5
702,25,2,"Cerastium fontanum",2
703,25,2,"Cirsium palustre",3
704,25,2,"Climacium dendroides",1
705,25,2,"Cynosurus cristatus",6
706,25,2,"Deschampsia cespitosa",0.1
707,25,2,"Festuca rubra",4
708,25,2,"Filipendula ulmaria",3
709,25,2,"Hylocomium splendens",2
710,25,2,"Hypnum lacunosum",3
711,25,2,"Hypochaeris radicata",2
712,25,2,"Juncus acutiflorus",0.1
713,25,2,"Juncus effusus",0.1
714,25,2,"Leontodon autumnalis",2
715,25,2,"Lolium perenne",4
716,25,2,"Lotus corniculatus",2
717,25,2,"Plantago lanceolata",4
718,25,2,"Poa annua",1
719,25,2,"Prunella vulgaris",3
720,25,2,"Ranunculus repens",2
721,25,2,"Scleropodium purum",1
722,25,2,"Taraxacum officinale ag.",1
723,25,2,"Trifolium pratense",4
724,25,2,"Trifolium repens",4
725,25,3,"Agrostis capillaris",0.1
726,25,3,"Agrostis stolonifera",6
727,25,3,"Calliergon cordifolium",2
728,25,3,"Calliergonella cuspidata",1
729,25,3,"Caltha palustris",4
730,25,3,"Cardamine flexuosa",3
731,25,3,"Carex nigra",5
732,25,3,"Equisetum fluviatile",2
733,25,3,"Equisetum palustre",2
734,25,3,"Filipendula ulmaria",6
735,25,3,"Galium palustre",4
736,25,3,"Iris pseudacorus",4
737,25,3,"Juncus acutiflorus",0.1
738,25,3,"Mentha aquatica",4
739,25,3,"Myosotis laxa",0.1
740,25,3,"Potentilla anserina",4
741,25,3,"Potentilla palustris",3
742,25,3,"Rhizomnium punctatum",2
