RELEVE_ID,SPECIES_NAME,DOMIN
32,Lophocolea bidentata,7
32,Cerastium fontanum,7
32,Iris pseudacorus,7
32,Fissidens adianthoides,7
32,Agrostis Stolonifera,7
32,Achillea millefolium,7
32,Carex flacca,7
32,Calliergonella cuspidata,7
32,Deschampsia cespitosa,7
32,Centaurea nigra,7
32,Cardamine pratensis,7
33,Carex disticha,7
33,Rhytidiadelphus squarrosus,7
33,Alopecurus pratensis,7
33,Cerastium fontanum,7
33,Festuca rubra,7
33,Holcus lanatus,7
33,Taraxacum officinale ag.,7
33,Centaurea nigra,7
33,Filipendula ulmaria,7
33,Cirsium dissectum,7
33,Cirsium palustre,7
33,Poa pratensis,7
33,Angelica sylvestris,7
33,Deschampsia cespitosa,7
36,Carex panicea,7
36,Dactylis glomerata,7
36,Festuca rubra,7
36,Prunella vulgaris,7
36,Trifolium pratense,7
36,Rumex acetosa,7
36,Taraxacum officinale ag.,7
36,Cirsium palustre,7
36,Holcus lanatus,7
36,Crepis capillaris,7
36,Ranunculus acris,7
36,Carex pulicaris,7
36,Cerastium fontanum,7
36,Achillea millefolium,7
37,Agrostis Stolonifera,7
37,Trifolium repens,7
37,Filipendula ulmaria,7
37,Rumex acetosa,7
37,Ranunculus acris,7
37,Euphrasia officinalis ag.,7
37,Dactylis glomerata,7
37,Centaurea nigra,7
37,Angelica sylvestris,7
37,Brachythecium mildeanum,7
37,Poa Trivialis,7
37,Valeriana officinalis,7
38,Cirsium palustre,7
38,Arrhenatherum elatius,7
38,Deschampsia cespitosa,7
38,Bromopsis erecta,7
38,Succisa pratensis,7
38,Briza media,7
38,Cerastium fontanum,7
38,Filipendula ulmaria,7
38,Carex flacca,7
38,Poa pratensis,7
38,Carex panicea,7
38,Iris pseudacorus,7
39,Lophocolea bidentata,7
39,Calliergonella cuspidata,7
39,Iris pseudacorus,7
39,Primula veris,7
39,Filipendula ulmaria,7
39,Plantago lanceolata,7
39,Rhinanthus minor,7
39,Ranunculus repens,7
39,Cardamine pratensis,7
39,Campylium stellatum v. protensum,7
39,Carex panicea,7
39,Centaurea nigra,7
39,Euphrasia officinalis ag.,7
40,Deschampsia cespitosa,7
40,Angelica sylvestris,7
40,Trifolium repens,7
40,Crepis capillaris,7
40,Trifolium pratense,7
40,Valeriana officinalis,7
40,Achillea millefolium,7
40,Rhytidiadelphus squarrosus,7
40,Ranunculus acris,7
40,Poa pratensis,7
40,Festuca rubra,7
40,Cardamine pratensis,7
40,Rumex acetosa,7
40,Festuca pratensis,7
42,Carex pulicaris,1
42,Iris pseudacorus,1
42,Dactylis glomerata,1
42,Calliergonella cuspidata,1
42,Cynosurus cristatus,1
42,Deschampsia cespitosa,1
42,Luzula campestris,1
42,Filipendula ulmaria,1
42,Carex disticha,1
42,Alopecurus pratensis,1
42,Ranunculus acris,1
42,Rumex acetosa,1
42,Festuca pratensis,1
42,Carex flacca,1
42,Crepis capillaris,1
42,Brachythecium mildeanum,1
42,Rhytidiadelphus squarrosus,1
42,Cardamine pratensis,1
42,Fissidens adianthoides,1
42,Thalictrum flavum,1
42,Arrhenatherum elatius,1
42,Bellis perennis,1
42,Rhinanthus minor,1
42,Achillea millefolium,1
42,Trifolium repens,1
43,Cirsium palustre,1
43,Anthoxanthum odoratum,1
43,Equisetum species,1
43,Rhytidiadelphus squarrosus,1
43,Helictotrichon pubescens,1
43,Rhinanthus minor,1
43,Plantago lanceolata,1
43,Festuca pratensis,1
43,Deschampsia cespitosa,1
43,Trifolium repens,1
43,Cerastium fontanum,1
43,Achillea millefolium,1
43,Bromopsis erecta,1
43,Dactylis glomerata,1
43,Campylium stellatum v. protensum,1
43,Filipendula ulmaria,1
43,Festuca rubra,1
43,Lolium Perenne,1
43,Molinia caerulea,1
43,Holcus lanatus,1
43,Valeriana officinalis,1
43,Cynosurus cristatus,1
43,Lophocolea bidentata,1
43,Angelica sylvestris,1
43,Brachythecium mildeanum,1
44,Carex disticha,1
44,Lolium Perenne,1
44,Dactylis glomerata,1
44,Primula veris,1
44,Euphrasia officinalis ag.,1
44,Thalictrum flavum,1
44,Cirsium palustre,1
44,Ranunculus acris,1
44,Achillea millefolium,1
44,Iris pseudacorus,1
44,Cardamine pratensis,1
44,Carex panicea,1
44,Plantago lanceolata,1
44,Brachythecium mildeanum,1
44,Briza media,1
44,Cerastium fontanum,1
44,Arrhenatherum elatius,1
44,Rumex acetosa,1
44,Anthoxanthum odoratum,1
44,Poa Trivialis,1
44,Molinia caerulea,1
44,Festuca pratensis,1
44,Valeriana officinalis,1
44,Bellis perennis,1
44,Poa pratensis,1
45,Holcus lanatus,1
45,Taraxacum officinale ag.,1
45,Carex disticha,1
45,Trifolium repens,1
45,Equisetum species,1
45,Luzula campestris,1
45,Poa pratensis,1
45,Helictotrichon pubescens,1
45,Prunella vulgaris,1
45,Campylium stellatum v. protensum,1
45,Cirsium dissectum,1
45,Filipendula ulmaria,1
45,Cirsium palustre,1
45,Cerastium fontanum,1
45,Calliergonella cuspidata,1
45,Deschampsia cespitosa,1
45,Achillea millefolium,1
45,Festuca rubra,1
45,Lophocolea bidentata,1
45,Valeriana officinalis,1
45,Primula veris,1
45,Brachythecium mildeanum,1
45,Euphrasia officinalis ag.,1
45,Cardamine pratensis,1
46,Campylium stellatum v. protensum,1
46,Festuca pratensis,1
46,Brachythecium mildeanum,1
46,Fissidens adianthoides,1
46,Taraxacum officinale ag.,1
46,Ranunculus repens,1
46,Lolium Perenne,1
46,Helictotrichon pubescens,1
46,Angelica sylvestris,1
46,Poa Trivialis,1
46,Euphrasia officinalis ag.,1
46,Rumex acetosa,1
46,Crepis capillaris,1
46,Cynosurus cristatus,1
46,Molinia caerulea,1
46,Plantago lanceolata,1
46,Prunella vulgaris,1
46,Agrostis Stolonifera,1
46,Cirsium palustre,1
46,Valeriana officinalis,1
46,Bromopsis erecta,1
46,Lophocolea bidentata,1
46,Holcus lanatus,1
46,Trifolium repens,1
46,Primula veris,1
47,Briza media,1
47,Dactylis glomerata,1
47,Bromopsis erecta,1
47,Thalictrum flavum,1
47,Holcus lanatus,1
47,Trifolium repens,1
47,Anthoxanthum odoratum,1
47,Luzula campestris,1
47,Lophocolea bidentata,1
47,Poa Trivialis,1
47,Equisetum species,1
47,Plantago lanceolata,1
47,Cerastium fontanum,1
47,Carex panicea,1
47,Primula veris,1
47,Molinia caerulea,1
47,Alopecurus pratensis,1
47,Carex flacca,1
47,Angelica sylvestris,1
47,Filipendula ulmaria,1
47,Cirsium dissectum,1
47,Ranunculus acris,1
47,Achillea millefolium,1
47,Festuca rubra,1
47,Brachythecium mildeanum,1
48,Centaurea nigra,1
48,Lophocolea bidentata,1
48,Cardamine pratensis,1
48,Valeriana officinalis,1
48,Rhytidiadelphus squarrosus,1
48,Rhinanthus minor,1
48,Cerastium fontanum,1
48,Agrostis Stolonifera,1
48,Trifolium pratense,1
48,Succisa pratensis,1
48,Ranunculus repens,1
48,Dactylis glomerata,1
48,Filipendula ulmaria,1
48,Crepis capillaris,1
48,Molinia caerulea,1
48,Euphrasia officinalis ag.,1
48,Festuca rubra,1
48,Brachythecium mildeanum,1
48,Deschampsia cespitosa,1
48,Arrhenatherum elatius,1
48,Luzula campestris,1
48,Taraxacum officinale ag.,1
48,Poa Trivialis,1
48,Anthoxanthum odoratum,1
48,Trifolium repens,1
49,Taraxacum officinale ag.,1
49,Campylium stellatum v. protensum,1
49,Fissidens adianthoides,1
49,Carex disticha,1
49,Trifolium repens,1
49,Luzula campestris,1
49,Iris pseudacorus,1
49,Arrhenatherum elatius,1
49,Lophocolea bidentata,1
49,Cirsium dissectum,1
49,Deschampsia cespitosa,1
49,Ranunculus acris,1
49,Angelica sylvestris,1
49,Brachythecium mildeanum,1
49,Ranunculus repens,1
49,Briza media,1
49,Primula veris,1
49,Rhytidiadelphus squarrosus,1
49,Thalictrum flavum,1
49,Agrostis Stolonifera,1
49,Centaurea nigra,1
49,Filipendula ulmaria,1
49,Festuca rubra,1
49,Cirsium palustre,1
50,Trifolium pratense,1
50,Valeriana officinalis,1
50,Carex disticha,1
50,Filipendula ulmaria,1
50,Poa Trivialis,1
50,Crepis capillaris,1
50,Rhytidiadelphus squarrosus,1
50,Alopecurus pratensis,1
50,Primula veris,1
50,Deschampsia cespitosa,1
50,Molinia caerulea,1
50,Angelica sylvestris,1
50,Prunella vulgaris,1
50,Carex pulicaris,1
50,Plantago lanceolata,1
50,Achillea millefolium,1
50,Taraxacum officinale ag.,1
50,Briza media,1
50,Anthoxanthum odoratum,1
50,Iris pseudacorus,1
50,Euphrasia officinalis ag.,1
50,Trifolium repens,1
50,Cardamine pratensis,1
50,Dactylis glomerata,1
51,Calliergonella cuspidata,1
51,Centaurea nigra,1
51,Trifolium repens,1
51,Euphrasia officinalis ag.,1
51,Rumex acetosa,1
51,Molinia caerulea,1
51,Poa pratensis,1
51,Carex pulicaris,1
51,Cerastium fontanum,1
51,Thalictrum flavum,1
51,Campylium stellatum v. protensum,1
51,Taraxacum officinale ag.,1
51,Achillea millefolium,1
51,Helictotrichon pubescens,1
51,Cardamine pratensis,1
51,Carex flacca,1
51,Succisa pratensis,1
51,Iris pseudacorus,1
51,Lychnis flos-cuculi,1
51,Trifolium pratense,1
51,Cynosurus cristatus,1
51,Carex disticha,1
51,Arrhenatherum elatius,1
51,Valeriana officinalis,1
51,Prunella vulgaris,1
52,Brachythecium mildeanum,1
52,Deschampsia cespitosa,1
52,Thalictrum flavum,1
52,Equisetum species,1
52,Lophocolea bidentata,1
52,Poa pratensis,1
52,Filipendula ulmaria,1
52,Agrostis Stolonifera,1
52,Carex disticha,1
52,Rumex acetosa,1
52,Taraxacum officinale ag.,1
52,Cardamine pratensis,1
52,Lychnis flos-cuculi,1
52,Rhytidiadelphus squarrosus,1
52,Briza media,1
52,Carex pulicaris,1
52,Plantago lanceolata,1
52,Dactylis glomerata,1
52,Carex flacca,1
52,Succisa pratensis,1
52,Campylium stellatum v. protensum,1
52,Arrhenatherum elatius,1
52,Angelica sylvestris,1
52,Luzula campestris,1
52,Holcus lanatus,1
53,Briza media,1
53,Carex panicea,1
53,Taraxacum officinale ag.,1
53,Festuca rubra,1
53,Bromopsis erecta,1
53,Carex flacca,1
53,Agrostis Stolonifera,1
53,Calliergonella cuspidata,1
53,Valeriana officinalis,1
53,Lophocolea bidentata,1
53,Thalictrum flavum,1
53,Bellis perennis,1
53,Cynosurus cristatus,1
53,Carex disticha,1
53,Iris pseudacorus,1
53,Rumex acetosa,1
53,Euphrasia officinalis ag.,1
53,Brachythecium mildeanum,1
53,Poa pratensis,1
53,Ranunculus acris,1
53,Succisa pratensis,1
53,Angelica sylvestris,1
53,Poa Trivialis,1
53,Molinia caerulea,1
53,Fissidens adianthoides,1
54,Carex pulicaris,1
54,Festuca rubra,1
54,Molinia caerulea,1
54,Carex disticha,1
54,Ranunculus repens,1
54,Fissidens adianthoides,1
54,Poa pratensis,1
54,Prunella vulgaris,1
54,Helictotrichon pubescens,1
54,Thalictrum flavum,1
54,Centaurea nigra,1
54,Rumex acetosa,1
54,Valeriana officinalis,1
54,Calliergonella cuspidata,1
54,Campylium stellatum v. protensum,1
54,Luzula campestris,1
54,Holcus lanatus,1
54,Alopecurus pratensis,1
54,Arrhenatherum elatius,1
54,Iris pseudacorus,1
54,Carex panicea,1
54,Briza media,1
54,Rhinanthus minor,1
54,Carex flacca,1
54,Equisetum species,1
55,Achillea millefolium,1
55,Cirsium palustre,1
55,Centaurea nigra,1
55,Crepis capillaris,1
55,Prunella vulgaris,1
55,Carex pulicaris,1
55,Calliergonella cuspidata,1
55,Agrostis Stolonifera,1
55,Luzula campestris,1
55,Angelica sylvestris,1
55,Campylium stellatum v. protensum,1
55,Bromopsis erecta,1
55,Equisetum species,1
55,Trifolium pratense,1
55,Festuca rubra,1
55,Succisa pratensis,1
55,Rhinanthus minor,1
55,Cirsium dissectum,1
55,Thalictrum flavum,1
55,Ranunculus acris,1
55,Ranunculus repens,1
55,Deschampsia cespitosa,1
55,Briza media,1
55,Taraxacum officinale ag.,1
55,Rumex acetosa,1
56,Trifolium repens,1
56,Helictotrichon pubescens,1
56,Primula veris,1
56,Ranunculus repens,1
56,Carex flacca,1
56,Achillea millefolium,1
56,Anthoxanthum odoratum,1
56,Taraxacum officinale ag.,1
56,Fissidens adianthoides,1
56,Cirsium palustre,1
56,Carex panicea,1
56,Trifolium pratense,1
56,Cardamine pratensis,1
56,Euphrasia officinalis ag.,1
56,Bellis perennis,1
56,Cerastium fontanum,1
56,Rhytidiadelphus squarrosus,1
56,Calliergonella cuspidata,1
56,Carex pulicaris,1
56,Brachythecium mildeanum,1
56,Molinia caerulea,1
56,Angelica sylvestris,1
56,Succisa pratensis,1
56,Cynosurus cristatus,1
57,Calliergonella cuspidata,1
57,Bellis perennis,1
57,Luzula campestris,1
57,Carex flacca,1
57,Bromopsis erecta,1
57,Lolium Perenne,1
57,Dactylis glomerata,1
57,Rhytidiadelphus squarrosus,1
57,Taraxacum officinale ag.,1
57,Lychnis flos-cuculi,1
57,Centaurea nigra,1
57,Filipendula ulmaria,1
57,Carex disticha,1
57,Deschampsia cespitosa,1
57,Helictotrichon pubescens,1
57,Trifolium repens,1
57,Cirsium palustre,1
57,Iris pseudacorus,1
57,Poa Trivialis,1
57,Festuca pratensis,1
57,Anthoxanthum odoratum,1
57,Succisa pratensis,1
57,Lophocolea bidentata,1
57,Ranunculus repens,1
58,Ranunculus repens,1
58,Festuca pratensis,1
58,Valeriana officinalis,1
58,Bellis perennis,1
58,Centaurea nigra,1
58,Briza media,1
58,Lophocolea bidentata,1
58,Carex disticha,1
58,Rhinanthus minor,1
58,Iris pseudacorus,1
58,Campylium stellatum v. protensum,1
58,Arrhenatherum elatius,1
58,Lychnis flos-cuculi,1
58,Cirsium palustre,1
58,Brachythecium mildeanum,1
58,Filipendula ulmaria,1
58,Trifolium repens,1
58,Lolium Perenne,1
58,Bromopsis erecta,1
58,Crepis capillaris,1
58,Cirsium dissectum,1
58,Thalictrum flavum,1
58,Cerastium fontanum,1
58,Primula veris,1
59,Lychnis flos-cuculi,1
59,Prunella vulgaris,1
59,Fissidens adianthoides,1
59,Bellis perennis,1
59,Thalictrum flavum,1
59,Angelica sylvestris,1
59,Poa pratensis,1
59,Ranunculus acris,1
59,Cirsium palustre,1
59,Equisetum species,1
59,Rhinanthus minor,1
59,Anthoxanthum odoratum,1
59,Dactylis glomerata,1
59,Euphrasia officinalis ag.,1
59,Carex panicea,1
59,Centaurea nigra,1
59,Calliergonella cuspidata,1
59,Primula veris,1
59,Carex disticha,1
59,Arrhenatherum elatius,1
59,Cardamine pratensis,1
59,Bromopsis erecta,1
59,Brachythecium mildeanum,1
59,Deschampsia cespitosa,1
60,Cirsium dissectum,1
60,Agrostis Stolonifera,1
60,Dactylis glomerata,1
60,Arrhenatherum elatius,1
60,Festuca pratensis,1
60,Carex panicea,1
60,Helictotrichon pubescens,1
60,Briza media,1
60,Lychnis flos-cuculi,1
60,Valeriana officinalis,1
60,Thalictrum flavum,1
60,Cerastium fontanum,1
60,Carex disticha,1
60,Bromopsis erecta,1
60,Carex flacca,1
60,Primula veris,1
60,Campylium stellatum v. protensum,1
60,Poa Trivialis,1
60,Plantago lanceolata,1
60,Lophocolea bidentata,1
60,Bellis perennis,1
60,Centaurea nigra,1
60,Fissidens adianthoides,1
60,Poa pratensis,1
60,Iris pseudacorus,1
