RELEVE_ID,SPECIES_NAME,GRID_NO,DOMIN
69,Lotus corniculatus,29,4
69,Plantago lanceolata,29,4
69,Primula veris,29,0.1
69,Succisa pratensis,29,4
70,Filipendula ulmaria,30,2
70,Angelica sylvestris,30,1
70,Anthoxanthum odoratum,30,3
70,Carex flacca,30,0.1
70,Centaurea nigra,30,5
70,Dactylis glomerata,30,1
70,Festuca rubra,30,2
70,Holcus lanatus,30,3
70,Lotus corniculatus,30,1
70,Plantago lanceolata,30,8
70,Poa pratensis,30,4
70,Ranunculus acris,30,0.1
70,Succisa pratensis,30,1
70,Taraxacum officinale,30,1
71,Filipendula ulmaria,30,4
71,Anthoxanthum odoratum,30,1
71,Carex flacca,30,5
71,Centaurea nigra,30,3
71,Dactylis glomerata,30,1
71,Equisetum arvense,30,0.1
71,Festuca rubra,30,5
71,Holcus lanatus,30,1
71,Linum catharticum,30,0.1
71,Lotus corniculatus,30,5
71,Plantago lanceolata,30,3
71,Ranunculus acris,30,0.1
71,Ranunculus repens,30,6
71,Taraxacum officinale,30,1
71,Valeriana officinalis,30,1
71,Poa trivialis,30,5
72,Filipendula ulmaria,29,1
72,Angelica sylvestris,29,0.1
72,Briza media,29,4
72,Carex flacca,29,6
72,Centaurea nigra,29,3
72,Cirsium dissectum,29,4
72,Cirsium palustre,29,0.1
72,Dactylis glomerata,29,1
72,Equisetum arvense,29,1
72,Festuca rubra,29,6
72,Holcus lanatus,29,4
72,Linum catharticum,29,0.1
72,Plantago lanceolata,29,5
72,Poa pratensis,29,3
72,Primula veris,29,0.1
72,Ranunculus acris,29,1
72,Ranunculus repens,29,1
72,Succisa pratensis,29,3
72,Trifolium repens,29,1
72,Valeriana officinalis,29,2
72,Dactylorhiza fuchsii,29,0.1
73,Filipendula ulmaria,28,2
73,Angelica sylvestris,28,2
73,Anthoxanthum odoratum,28,2
73,Briza media,28,7
73,Carex flacca,28,2
73,Cirsium dissectum,28,4
73,Equisetum arvense,28,5
73,Festuca rubra,28,2
73,Holcus lanatus,28,2
73,Lotus corniculatus,28,1
73,Ophioglossum vulgatum,28,0.1
73,Plantago lanceolata,28,5
73,Ranunculus acris,28,1
73,Ranunculus repens,28,1
73,Succisa pratensis,28,1
73,Trifolium repens,28,3
73,Dactylorhiza fuchsii,28,1
